Drug1	Drug1_id	RELATION	PROVENANCE	Drug2	Drug2_id
Zmax	C1614132	MENTIONED_IN	["3417303_fullText_4"]		3417303
Zmax	C1614132	MENTIONED_IN	["10978228_fullText_5"]		10978228
Zmax	C1614132	MENTIONED_IN	["7825583_fullText_3","7825583_fullText_3","7825583_fullText_3","7825583_fullText_3","7825583_fullText_3","7825583_fullText_3"]		7825583
Urea	C0041942	PART_OF	["36058263_fullText_7"]	Receptor, Cannabinoid, CB2	C0208757
Urea	C0041942	PART_OF	["10871277_fullText_21"]	Inclusion Bodies	C0007637
Urea	C0041942	COEXISTS_WITH	["38198573_abstract_7"]	Cerebroside-Sulfatase	C0007804
Urea	C0041942	COEXISTS_WITH	["26488408_fullText_135","36102038_fullText_43"]	Buffers	C0006353
Urea	C0041942	CAUSES	["34207146_fullText_5"]	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	C3714844
Urea	C0041942	MENTIONED_IN	["37847851_fullText_0","37847851_fullText_4","37847851_fullText_13","37847851_fullText_18","37847851_fullText_35","37847851_fullText_36","37847851_fullText_51","37847851_fullText_60"]		37847851
Urea	C0041942	MENTIONED_IN	["38419071_fullText_19"]		38419071
Urea	C0041942	MENTIONED_IN	["2941618_fullText_1","2941618_fullText_3"]		2941618
Urea	C0041942	MENTIONED_IN	["19244369_fullText_6"]		19244369
Urea	C0041942	MENTIONED_IN	["34579066_fullText_1","34579066_fullText_2","34579066_fullText_6","34579066_fullText_6"]		34579066
Urea	C0041942	MENTIONED_IN	["34207146_fullText_5"]		34207146
Urea	C0041942	MENTIONED_IN	["17726313_fullText_2","17726313_fullText_5"]		17726313
Urea	C0041942	MENTIONED_IN	["1961204_fullText_3","1961204_fullText_6"]		1961204
Urea	C0041942	MENTIONED_IN	["32823853_fullText_1"]		32823853
Urea	C0041942	MENTIONED_IN	["37490345_fullText_4"]		37490345
Urea	C0041942	MENTIONED_IN	["37454183_fullText_1"]		37454183
Urea	C0041942	MENTIONED_IN	["38198573_fullText_6","38198573_abstract_7","38198573_abstract_7","38198573_abstract_6"]		38198573
Urea	C0041942	MENTIONED_IN	["27030674_fullText_142"]		27030674
Urea	C0041942	MENTIONED_IN	["17645799_fullText_74"]		17645799
Urea	C0041942	MENTIONED_IN	["20174632_fullText_37"]		20174632
Urea	C0041942	MENTIONED_IN	["24376746_fullText_15","24376746_fullText_16","24376746_fullText_17"]		24376746
Urea	C0041942	MENTIONED_IN	["23118342_fullText_110"]		23118342
Urea	C0041942	MENTIONED_IN	["9490724_fullText_22"]		9490724
Urea	C0041942	MENTIONED_IN	["11719247_fullText_4","11719247_fullText_4","11719247_fullText_4"]		11719247
Urea	C0041942	MENTIONED_IN	["34702339_fullText_6"]		34702339
Urea	C0041942	MENTIONED_IN	["35640634_fullText_2"]		35640634
Urea	C0041942	MENTIONED_IN	["35763564_fullText_6"]		35763564
Urea	C0041942	MENTIONED_IN	["34474201_fullText_1","34474201_fullText_4"]		34474201
Urea	C0041942	MENTIONED_IN	["36058263_fullText_5","36058263_fullText_7"]		36058263
Urea	C0041942	MENTIONED_IN	["35211189_fullText_4","35211189_fullText_10","35211189_fullText_12"]		35211189
Urea	C0041942	MENTIONED_IN	["36442692_fullText_11"]		36442692
Urea	C0041942	MENTIONED_IN	["34529122_fullText_5"]		34529122
Urea	C0041942	MENTIONED_IN	["33749025_fullText_1","33749025_fullText_2","33749025_fullText_3"]		33749025
Urea	C0041942	MENTIONED_IN	["37450764_fullText_2","37450764_fullText_2"]		37450764
Urea	C0041942	MENTIONED_IN	["37757546_fullText_4"]		37757546
Urea	C0041942	MENTIONED_IN	["34312682_fullText_9"]		34312682
Urea	C0041942	MENTIONED_IN	["37301500_fullText_5"]		37301500
Urea	C0041942	MENTIONED_IN	["37678141_fullText_4"]		37678141
Urea	C0041942	MENTIONED_IN	["31315811_fullText_1","31315811_fullText_2"]		31315811
Urea	C0041942	MENTIONED_IN	["33965309_fullText_5"]		33965309
Urea	C0041942	MENTIONED_IN	["20528096_fullText_3"]		20528096
Urea	C0041942	MENTIONED_IN	["31870226_fullText_6"]		31870226
Urea	C0041942	MENTIONED_IN	["32867861_fullText_55"]		32867861
Urea	C0041942	MENTIONED_IN	["30379275_fullText_21"]		30379275
Urea	C0041942	MENTIONED_IN	["32872442_fullText_37"]		32872442
Urea	C0041942	MENTIONED_IN	["36102038_fullText_43"]		36102038
Urea	C0041942	MENTIONED_IN	["32530140_fullText_15"]		32530140
Urea	C0041942	MENTIONED_IN	["32630370_fullText_82"]		32630370
Urea	C0041942	MENTIONED_IN	["26488408_fullText_68","26488408_fullText_68","26488408_fullText_71","26488408_fullText_134","26488408_fullText_135","26488408_fullText_136"]		26488408
Urea	C0041942	MENTIONED_IN	["37644541_fullText_38"]		37644541
Urea	C0041942	MENTIONED_IN	["31454904_fullText_24"]		31454904
Urea	C0041942	MENTIONED_IN	["10871277_fullText_21"]		10871277
Urea	C0041942	MENTIONED_IN	["26319495_fullText_85","26319495_fullText_96"]		26319495
Urea	C0041942	INHIBITS	["31454904_fullText_24"]	PMM2 gene	C1418674
Urea	C0041942	STIMULATES	["35872650_fullText_28"]	Amino Acids	C0002520
Urea	C0041942	STIMULATES	["26488408_fullText_134"]	Wild Type	C1883559
Urea	C0041942	COEXISTS_WITH__SPEC__	["36102038_fullText_43"]	triethylammonium bicarbonate	C0621573
Guanidine	C0120446	MENTIONED_IN	["129963_fullText_6"]		129963
Guanidine	C0120446	MENTIONED_IN	["12659216_fullText_3"]		12659216
Guanidine	C0120446	MENTIONED_IN	["11719247_fullText_4","11719247_fullText_4","11719247_fullText_4"]		11719247
Guanidine	C0120446	MENTIONED_IN	["35984443_fullText_8"]		35984443
Guanidine	C0120446	MENTIONED_IN	["20486657_fullText_4"]		20486657
Guanidine	C0120446	MENTIONED_IN	["10446367_fullText_2"]		10446367
Guanidine	C0120446	MENTIONED_IN	["16702085_fullText_5"]		16702085
Guanidine	C0120446	MENTIONED_IN	["16978781_fullText_9"]		16978781
Guanidine	C0120446	MENTIONED_IN	["30520688_fullText_29"]		30520688
Guanidine	C0120446	MENTIONED_IN	["21431619_fullText_37"]		21431619
Guanidine	C0120446	MENTIONED_IN	["33315951_fullText_157"]		33315951
Bezafibrate	C0005330	MENTIONED_IN	["32070771_fullText_4"]		32070771
Bezafibrate	C0005330	MENTIONED_IN	["36270726_fullText_3"]		36270726
Bezafibrate	C0005330	MENTIONED_IN	["35639256_fullText_5","35639256_fullText_8"]		35639256
Bezafibrate	C0005330	MENTIONED_IN	["27080638_fullText_97"]		27080638
Clofibrate	C0009002	COEXISTS_WITH	["32070771_fullText_9","34849584_fullText_242"]	NDUFS4 gene	C1417647
Clofibrate	C0009002	AFFECTS	["32070771_fullText_8"]	Oxidation-Reduction	C0030012
Clofibrate	C0009002	MENTIONED_IN	["32070771_fullText_6","32070771_fullText_7","32070771_fullText_8","32070771_fullText_9"]		32070771
Clofibrate	C0009002	MENTIONED_IN	["36892754_fullText_6","36892754_fullText_7"]		36892754
Clofibrate	C0009002	MENTIONED_IN	["34181360_fullText_2","34181360_fullText_3","34181360_fullText_3","34181360_fullText_3"]		34181360
Clofibrate	C0009002	MENTIONED_IN	["35748777_fullText_4","35748777_fullText_5","35748777_fullText_5"]		35748777
Clofibrate	C0009002	MENTIONED_IN	["20923787_fullText_11"]		20923787
Clofibrate	C0009002	MENTIONED_IN	["6547838_fullText_5"]		6547838
Clofibrate	C0009002	MENTIONED_IN	["10343282_fullText_10"]		10343282
Clofibrate	C0009002	MENTIONED_IN	["8327852_fullText_5"]		8327852
Clofibrate	C0009002	INTERACTS_WITH	["32070771_fullText_6","34849584_fullText_232"]	NDUFS4 gene	C1417647
NADH	C0027289	PART_OF	["38870029_fullText_76"]	Protein Subunits	C0599220
NADH	C0027289	PART_OF	["38177503_fullText_1","38732047_fullText_134","38177503_fullText_0"]	NADH dehydrogenase (ubiquinone)	C0171406
NADH	C0027289	PART_OF	["12064349_fullText_7"]	Phenylalanine	C0031453
NADH	C0027289	PART_OF	["36224347_fullText_115"]	Lactate Dehydrogenase	C0022917
NADH	C0027289	PART_OF	["34638685_fullText_43"]	Tissue Donors	C0040288
NADH	C0027289	PART_OF	["31996177_fullText_18","38177503_fullText_1","38177503_abstract_1"]	Electron Transport Complex I	C2363240
NADH	C0027289	PART_OF	["30520688_fullText_122"]	Entire lung	C1278908
NADH	C0027289	PART_OF	["25164807_fullText_80"]	MT-ND3 gene	C1537991
NADH	C0027289	PART_OF	["35217561_fullText_2"]	MT-ND1 gene	C1537989
NADH	C0027289	PART_OF	["33182419_fullText_4"]	NDUFV1 gene	C1417652
NADH	C0027289	COEXISTS_WITH	["38177503_fullText_19"]	Wild Type	C1883559
NADH	C0027289	COEXISTS_WITH	["38177503_fullText_170"]	Alamethicin	C0001897
NADH	C0027289	COEXISTS_WITH	["38177503_fullText_170"]	asolectin	C0052514
NADH	C0027289	COEXISTS_WITH	["30006287_fullText_2"]	Nicotinamide adenine dinucleotide (NAD)	C0027270
NADH	C0027289	COEXISTS_WITH	["35872650_fullText_91"]	NA-5	C0131647
NADH	C0027289	COEXISTS_WITH	["30520688_fullText_33"]	Buffers	C0006353
NADH	C0027289	CAUSES	["28916769_fullText_0"]	mtdna mutation	C0948444
NADH	C0027289	CAUSES	["28916769_fullText_0"]	Multisystem disorder	C0559758
NADH	C0027289	CAUSES	["34743684_fullText_8"]	Papule	C0332563
NADH	C0027289	CAUSES	["34849584_fullText_4"]	MITOCHONDRIAL COMPLEX I DEFICIENCY	C1838979
NADH	C0027289	CAUSES	["34849584_fullText_4"]	Leigh Disease	C0023264
NADH	C0027289	CAUSES	["34743684_fullText_8"]	Shock	C0036974
NADH	C0027289	AFFECTS	["38870029_fullText_76"]	Accumulation	C4055506
NADH	C0027289	MENTIONED_IN	["38732047_fullText_39","38732047_fullText_134","38732047_fullText_134"]		38732047
NADH	C0027289	MENTIONED_IN	["38316835_fullText_26"]		38316835
NADH	C0027289	MENTIONED_IN	["38459834_fullText_0"]		38459834
NADH	C0027289	MENTIONED_IN	["38478578_fullText_83"]		38478578
NADH	C0027289	MENTIONED_IN	["38458030_fullText_2"]		38458030
NADH	C0027289	MENTIONED_IN	["38419071_fullText_2","38419071_fullText_1","38419071_fullText_4"]		38419071
NADH	C0027289	MENTIONED_IN	["30006287_fullText_2","30006287_fullText_3"]		30006287
NADH	C0027289	MENTIONED_IN	["2817348_fullText_5"]		2817348
NADH	C0027289	MENTIONED_IN	["9761891_fullText_2"]		9761891
NADH	C0027289	MENTIONED_IN	["19277893_fullText_3"]		19277893
NADH	C0027289	MENTIONED_IN	["8419035_fullText_3"]		8419035
NADH	C0027289	MENTIONED_IN	["35367142_fullText_6"]		35367142
NADH	C0027289	MENTIONED_IN	["7408193_fullText_2"]		7408193
NADH	C0027289	MENTIONED_IN	["93181_fullText_3","93181_fullText_4"]		93181
NADH	C0027289	MENTIONED_IN	["12064349_fullText_7"]		12064349
NADH	C0027289	MENTIONED_IN	["196183_fullText_3"]		196183
NADH	C0027289	MENTIONED_IN	["20667834_fullText_5"]		20667834
NADH	C0027289	MENTIONED_IN	["17029777_fullText_8","17029777_fullText_10"]		17029777
NADH	C0027289	MENTIONED_IN	["35060584_fullText_3","35060584_fullText_3"]		35060584
NADH	C0027289	MENTIONED_IN	["20658209_fullText_7"]		20658209
NADH	C0027289	MENTIONED_IN	["35767235_fullText_3"]		35767235
NADH	C0027289	MENTIONED_IN	["36224347_fullText_115"]		36224347
NADH	C0027289	MENTIONED_IN	["36128717_fullText_78","36128717_fullText_79","36128717_fullText_81","36128717_fullText_109"]		36128717
NADH	C0027289	MENTIONED_IN	["29844506_fullText_117","29844506_fullText_117","29844506_fullText_120"]		29844506
NADH	C0027289	MENTIONED_IN	["28367954_fullText_16","28367954_fullText_16","28367954_fullText_43","28367954_fullText_47","28367954_fullText_47","28367954_fullText_48"]		28367954
NADH	C0027289	MENTIONED_IN	["31996177_fullText_0","31996177_fullText_18","31996177_fullText_89","31996177_fullText_90","31996177_fullText_98"]		31996177
NADH	C0027289	MENTIONED_IN	["20819849_fullText_0","20819849_fullText_96"]		20819849
NADH	C0027289	MENTIONED_IN	["25835550_fullText_158"]		25835550
NADH	C0027289	MENTIONED_IN	["32366037_fullText_125"]		32366037
NADH	C0027289	MENTIONED_IN	["34638685_fullText_43","34638685_fullText_112","34638685_fullText_189","34638685_fullText_189"]		34638685
NADH	C0027289	MENTIONED_IN	["32969598_fullText_18"]		32969598
NADH	C0027289	MENTIONED_IN	["31996241_fullText_45"]		31996241
NADH	C0027289	MENTIONED_IN	["17908801_fullText_46"]		17908801
NADH	C0027289	MENTIONED_IN	["23509070_fullText_155","23509070_fullText_155"]		23509070
NADH	C0027289	MENTIONED_IN	["37770252_fullText_135"]		37770252
NADH	C0027289	MENTIONED_IN	["30429455_fullText_0","30429455_fullText_0","30429455_fullText_0","30429455_fullText_0","30429455_fullText_0","30429455_fullText_0","30429455_fullText_68","30429455_fullText_68","30429455_fullText_77","30429455_fullText_77","30429455_fullText_77","30429455_fullText_78","30429455_fullText_80"]		30429455
NADH	C0027289	MENTIONED_IN	["30520688_fullText_32","30520688_fullText_33","30520688_fullText_33","30520688_fullText_33","30520688_fullText_33","30520688_fullText_34","30520688_fullText_34","30520688_fullText_88","30520688_fullText_89","30520688_fullText_89","30520688_fullText_90","30520688_fullText_90","30520688_fullText_92","30520688_fullText_92","30520688_fullText_92","30520688_fullText_94","30520688_fullText_104","30520688_fullText_104","30520688_fullText_121","30520688_fullText_122","30520688_fullText_122","30520688_fullText_123","30520688_fullText_126","30520688_fullText_126","30520688_fullText_133"]		30520688
NADH	C0027289	MENTIONED_IN	["28916769_fullText_0","28916769_fullText_4","28916769_fullText_107"]		28916769
NADH	C0027289	MENTIONED_IN	["33661577_fullText_89"]		33661577
NADH	C0027289	MENTIONED_IN	["34308912_fullText_48"]		34308912
NADH	C0027289	MENTIONED_IN	["30816177_fullText_1","30816177_fullText_3","30816177_fullText_3","30816177_fullText_5","30816177_fullText_7","30816177_fullText_7","30816177_fullText_8","30816177_fullText_12","30816177_fullText_18","30816177_fullText_20","30816177_fullText_23","30816177_fullText_45","30816177_fullText_47","30816177_fullText_51","30816177_fullText_52","30816177_fullText_68","30816177_fullText_69","30816177_fullText_122","30816177_fullText_160"]		30816177
NADH	C0027289	MENTIONED_IN	["8168192_fullText_3"]		8168192
NADH	C0027289	MENTIONED_IN	["15843400_fullText_5"]		15843400
NADH	C0027289	MENTIONED_IN	["6433313_fullText_6"]		6433313
NADH	C0027289	MENTIONED_IN	["25333616_fullText_4","25333616_fullText_12","25333616_fullText_27","25333616_fullText_34","25333616_fullText_34","25333616_fullText_35","25333616_fullText_35","25333616_fullText_59","25333616_fullText_60","25333616_fullText_60","25333616_fullText_63","25333616_fullText_83","25333616_fullText_93","25333616_fullText_94","25333616_fullText_100","25333616_fullText_112","25333616_fullText_129"]		25333616
NADH	C0027289	MENTIONED_IN	["34743684_fullText_8"]		34743684
NADH	C0027289	MENTIONED_IN	["36153615_fullText_7"]		36153615
NADH	C0027289	MENTIONED_IN	["11181577_fullText_5"]		11181577
NADH	C0027289	MENTIONED_IN	["17152068_fullText_1"]		17152068
NADH	C0027289	MENTIONED_IN	["10558868_fullText_2"]		10558868
NADH	C0027289	MENTIONED_IN	["12535666_fullText_1","12535666_fullText_6"]		12535666
NADH	C0027289	MENTIONED_IN	["25687896_fullText_6"]		25687896
NADH	C0027289	MENTIONED_IN	["31248988_fullText_5"]		31248988
NADH	C0027289	MENTIONED_IN	["15269216_fullText_1"]		15269216
NADH	C0027289	MENTIONED_IN	["33486097_fullText_5"]		33486097
NADH	C0027289	MENTIONED_IN	["34656796_fullText_3"]		34656796
NADH	C0027289	MENTIONED_IN	["22535952_fullText_9","22535952_fullText_10"]		22535952
NADH	C0027289	MENTIONED_IN	["26824698_fullText_1","26824698_fullText_61","26824698_fullText_69"]		26824698
NADH	C0027289	MENTIONED_IN	["17275378_fullText_1"]		17275378
NADH	C0027289	MENTIONED_IN	["23266820_fullText_3"]		23266820
NADH	C0027289	MENTIONED_IN	["33182419_fullText_4","33182419_fullText_2"]		33182419
NADH	C0027289	MENTIONED_IN	["36557887_fullText_1","36557887_fullText_6","36557887_fullText_7","36557887_fullText_9","36557887_fullText_16"]		36557887
NADH	C0027289	MENTIONED_IN	["26565911_fullText_4","26565911_fullText_24","26565911_fullText_27","26565911_fullText_28","26565911_fullText_34","26565911_fullText_36","26565911_fullText_42"]		26565911
NADH	C0027289	MENTIONED_IN	["32722639_fullText_2"]		32722639
NADH	C0027289	MENTIONED_IN	["11349233_fullText_1"]		11349233
NADH	C0027289	MENTIONED_IN	["3008021_fullText_4"]		3008021
NADH	C0027289	MENTIONED_IN	["27338358_fullText_1","27338358_fullText_3","27338358_fullText_107"]		27338358
NADH	C0027289	MENTIONED_IN	["36799301_fullText_2"]		36799301
NADH	C0027289	MENTIONED_IN	["20571988_fullText_1"]		20571988
NADH	C0027289	MENTIONED_IN	["9837812_fullText_1"]		9837812
NADH	C0027289	MENTIONED_IN	["32432562_fullText_5"]		32432562
NADH	C0027289	MENTIONED_IN	["8755643_fullText_2"]		8755643
NADH	C0027289	MENTIONED_IN	["28753212_fullText_3"]		28753212
NADH	C0027289	MENTIONED_IN	["34080150_fullText_1"]		34080150
NADH	C0027289	MENTIONED_IN	["24062162_fullText_1"]		24062162
NADH	C0027289	MENTIONED_IN	["11004438_fullText_1"]		11004438
NADH	C0027289	MENTIONED_IN	["24708134_fullText_3"]		24708134
NADH	C0027289	MENTIONED_IN	["34964562_fullText_1"]		34964562
NADH	C0027289	MENTIONED_IN	["2162908_fullText_4"]		2162908
NADH	C0027289	MENTIONED_IN	["35217561_fullText_2","35217561_fullText_1","35217561_fullText_2","35217561_fullText_2","35217561_fullText_28","35217561_fullText_30","35217561_fullText_56","35217561_fullText_56"]		35217561
NADH	C0027289	MENTIONED_IN	["26235939_fullText_1"]		26235939
NADH	C0027289	ASSOCIATED_WITH	["38177503_fullText_41"]	NEPHRITIS MEMBRANOUS	C0746835
NADH	C0027289	ASSOCIATED_WITH	["31996241_fullText_45"]	Mitochondrial Diseases	C0751651
NADH	C0027289	ASSOCIATED_WITH	["35872650_fullText_6"]	Cardiomyopathies	C0878544
NADH	C0027289	ASSOCIATED_WITH	["35872650_fullText_6","35872650_fullText_117"]	Metabolic Diseases	C0025517
NADH	C0027289	INHIBITS	["38332227_fullText_146"]	resazurin	C0073080
NADH	C0027289	INHIBITS	["30520688_fullText_121"]	NDUFS4 gene	C1417647
NADH	C0027289	AUGMENTS	["34849584_fullText_234"]	Brain tissue	C0459385
NADH	C0027289	AUGMENTS	["30520688_fullText_122"]	Lung	C0024109
NADH	C0027289	STIMULATES	["29844506_fullText_120"]	Mercury	C0025424
NADH	C0027289	STIMULATES	["35872650_fullText_117"]	Nicotinamide adenine dinucleotide (NAD)	C0027270
NADH	C0027289	STIMULATES	["35872650_fullText_6"]	Amino Acids	C0002520
NADH	C0027289	STIMULATES	["11181577_fullText_5"]	8-chloro-cyclic adenosine monophosphate	C0050063
Galactose	C0016945	PART_OF	["32080367_fullText_86"]	TMEM165 gene	C1823430
Galactose	C0016945	PART_OF	["32080367_fullText_86"]	SLC39A8 gene	C1427169
Galactose	C0016945	PART_OF	["34323061_fullText_3"]	Canis familiaris	C0012984
Galactose	C0016945	COEXISTS_WITH	["29112118_fullText_90","32962735_fullText_51","32629928_fullText_209"]	Polysaccharides	C0032594
Galactose	C0016945	COEXISTS_WITH	["32188137_fullText_73"]	Sugars	C0242209
Galactose	C0016945	COEXISTS_WITH	["30429455_fullText_21"]	Glutamine	C0017797
Galactose	C0016945	COEXISTS_WITH	["30429455_fullText_37"]	CTF1 gene	C1332801
Galactose	C0016945	COEXISTS_WITH	["320224_fullText_6","32188137_fullText_77","32188137_fullText_115"]	Glucose	C0017725
Galactose	C0016945	COEXISTS_WITH	["26335155_fullText_4"]	Tetrasaccharide	C0556151
Galactose	C0016945	COEXISTS_WITH	["29112118_fullText_5","24997537_fullText_16","38968673_fullText_14"]	PGM1 gene	C1418516
Galactose	C0016945	COEXISTS_WITH	["30982613_fullText_6"]	Uridine Diphosphate Galactose	C0041987
Galactose	C0016945	COEXISTS_WITH	["32188137_fullText_4"]	Glycoconjugates	C0017906
Galactose	C0016945	CAUSES	["31954591_abstract_9"]	Favorable Clinical Outcome	C1333602
Galactose	C0016945	ISA	["32080367_fullText_85"]	Monosaccharides	C0026492
Galactose	C0016945	ISA	["33878388_fullText_1"]	Carbohydrates	C0007004
Galactose	C0016945	AFFECTS	["8892026_fullText_1"]	Nicotinamide adenine dinucleotide coenzyme Q reductase deficiency	C0342776
Galactose	C0016945	MENTIONED_IN	["38968673_fullText_5","38968673_fullText_14"]		38968673
Galactose	C0016945	MENTIONED_IN	["6346779_fullText_5"]		6346779
Galactose	C0016945	MENTIONED_IN	["5061866_fullText_11"]		5061866
Galactose	C0016945	MENTIONED_IN	["20494631_fullText_1"]		20494631
