source,ensembl,opentargets,uniprot,taxon,prefname
DOID_7551,ENSG00000058085,http://purl.uniprot.org/opentargets/ENSG00000010810,http://purl.uniprot.org/uniprot/P06241,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Fyn
DOID_7551,ENSG00000091831,http://purl.uniprot.org/opentargets/ENSG00000012779,http://purl.uniprot.org/uniprot/P09917,http://purl.uniprot.org/taxonomy/9606,Polyunsaturated fatty acid 5-lipoxygenase
DOID_7551,ENSG00000102755,http://purl.uniprot.org/opentargets/ENSG00000058085,http://purl.uniprot.org/uniprot/Q13753,http://purl.uniprot.org/taxonomy/9606,Laminin subunit gamma-2
DOID_7551,ENSG00000105329,http://purl.uniprot.org/opentargets/ENSG00000061273,http://purl.uniprot.org/uniprot/Q8WUI4,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 7
DOID_7551,ENSG00000112115,http://purl.uniprot.org/opentargets/ENSG00000066468,http://purl.uniprot.org/uniprot/P21802,http://purl.uniprot.org/taxonomy/9606,Fibroblast growth factor receptor 2
DOID_7551,ENSG00000119888,http://purl.uniprot.org/opentargets/ENSG00000067900,http://purl.uniprot.org/uniprot/Q13464,http://purl.uniprot.org/taxonomy/9606,Rho-associated protein kinase 1
DOID_7551,ENSG00000012779,http://purl.uniprot.org/opentargets/ENSG00000068024,http://purl.uniprot.org/uniprot/P56524,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 4
DOID_7551,ENSG00000068024,http://purl.uniprot.org/opentargets/ENSG00000070886,http://purl.uniprot.org/uniprot/P29322,http://purl.uniprot.org/taxonomy/9606,Ephrin type-A receptor 8
DOID_7551,ENSG00000082701,http://purl.uniprot.org/opentargets/ENSG00000073756,http://purl.uniprot.org/uniprot/P35354,http://purl.uniprot.org/taxonomy/9606,Prostaglandin G/H synthase 2
DOID_7551,ENSG00000092969,http://purl.uniprot.org/opentargets/ENSG00000077514,http://purl.uniprot.org/uniprot/Q15054,http://purl.uniprot.org/taxonomy/9606,DNA polymerase delta subunit 3
DOID_7551,ENSG00000100387,http://purl.uniprot.org/opentargets/ENSG00000077782,http://purl.uniprot.org/uniprot/P11362,http://purl.uniprot.org/taxonomy/9606,Fibroblast growth factor receptor 1
DOID_7551,ENSG00000101076,http://purl.uniprot.org/opentargets/ENSG00000082175,http://purl.uniprot.org/uniprot/P06401,http://purl.uniprot.org/taxonomy/9606,Progesterone receptor
DOID_7551,ENSG00000133742,http://purl.uniprot.org/opentargets/ENSG00000082701,http://purl.uniprot.org/uniprot/P49841,http://purl.uniprot.org/taxonomy/9606,Glycogen synthase kinase-3 beta
DOID_7551,ENSG00000146648,http://purl.uniprot.org/opentargets/ENSG00000082898,http://purl.uniprot.org/uniprot/O14980,http://purl.uniprot.org/taxonomy/9606,Exportin-1
DOID_7551,ENSG00000164692,http://purl.uniprot.org/opentargets/ENSG00000085662,http://purl.uniprot.org/uniprot/P15121,http://purl.uniprot.org/taxonomy/9606,Aldo-keto reductase family 1 member B1
DOID_7551,ENSG00000171105,http://purl.uniprot.org/opentargets/ENSG00000091831,http://purl.uniprot.org/uniprot/P03372,http://purl.uniprot.org/taxonomy/9606,Estrogen receptor
DOID_7551,ENSG00000176890,http://purl.uniprot.org/opentargets/ENSG00000092969,http://purl.uniprot.org/uniprot/P61812,http://purl.uniprot.org/taxonomy/9606,Transforming growth factor beta-2 proprotein
DOID_7551,ENSG00000182578,http://purl.uniprot.org/opentargets/ENSG00000094631,http://purl.uniprot.org/uniprot/Q9UBN7,http://purl.uniprot.org/taxonomy/9606,Protein deacetylase HDAC6
DOID_7551,ENSG00000232810,http://purl.uniprot.org/opentargets/ENSG00000097007,http://purl.uniprot.org/uniprot/P00519,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase ABL1
DOID_7551,ENSG00000073756,http://purl.uniprot.org/opentargets/ENSG00000099795,http://purl.uniprot.org/uniprot/P17568,http://purl.uniprot.org/taxonomy/9606,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
DOID_7551,ENSG00000115594,http://purl.uniprot.org/opentargets/ENSG00000100387,http://purl.uniprot.org/uniprot/P62877,http://purl.uniprot.org/taxonomy/9606,E3 ubiquitin-protein ligase RBX1
DOID_7551,ENSG00000134318,http://purl.uniprot.org/opentargets/ENSG00000101076,http://purl.uniprot.org/uniprot/P41235,http://purl.uniprot.org/taxonomy/9606,Hepatocyte nuclear factor 4-alpha
DOID_7551,ENSG00000134871,http://purl.uniprot.org/opentargets/ENSG00000102755,http://purl.uniprot.org/uniprot/P17948,http://purl.uniprot.org/taxonomy/9606,Vascular endothelial growth factor receptor 1
DOID_7551,ENSG00000143799,http://purl.uniprot.org/opentargets/ENSG00000103546,http://purl.uniprot.org/uniprot/P23975,http://purl.uniprot.org/taxonomy/9606,Sodium-dependent noradrenaline transporter
DOID_7551,ENSG00000160712,http://purl.uniprot.org/opentargets/ENSG00000105329,http://purl.uniprot.org/uniprot/P01137,http://purl.uniprot.org/taxonomy/9606,Transforming growth factor beta-1 proprotein
DOID_7551,ENSG00000163558,http://purl.uniprot.org/opentargets/ENSG00000105675,http://purl.uniprot.org/uniprot/P20648,http://purl.uniprot.org/taxonomy/9606,Potassium-transporting ATPase alpha chain 1
DOID_7551,ENSG00000169083,http://purl.uniprot.org/opentargets/ENSG00000106462,http://purl.uniprot.org/uniprot/Q15910,http://purl.uniprot.org/taxonomy/9606,Histone-lysine N-methyltransferase EZH2
DOID_7551,ENSG00000177455,http://purl.uniprot.org/opentargets/ENSG00000108821,http://purl.uniprot.org/uniprot/P02452,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-1(I) chain
DOID_7551,ENSG00000189221,http://purl.uniprot.org/opentargets/ENSG00000108839,http://purl.uniprot.org/uniprot/P18054,http://purl.uniprot.org/taxonomy/9606,Polyunsaturated fatty acid lipoxygenase ALOX12
DOID_7551,ENSG00000196411,http://purl.uniprot.org/opentargets/ENSG00000110799,http://purl.uniprot.org/uniprot/P04275,http://purl.uniprot.org/taxonomy/9606,von Willebrand factor
DOID_7551,ENSG00000197122,http://purl.uniprot.org/opentargets/ENSG00000110944,http://purl.uniprot.org/uniprot/Q9NPF7,http://purl.uniprot.org/taxonomy/9606,Interleukin-23 subunit alpha
DOID_7551,ENSG00000067900,http://purl.uniprot.org/opentargets/ENSG00000111816,http://purl.uniprot.org/uniprot/P42685,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase FRK
DOID_7551,ENSG00000105675,http://purl.uniprot.org/opentargets/ENSG00000112115,http://purl.uniprot.org/uniprot/Q16552,http://purl.uniprot.org/taxonomy/9606,Interleukin-17A
DOID_7551,ENSG00000110799,http://purl.uniprot.org/opentargets/ENSG00000112715,http://purl.uniprot.org/uniprot/P15692,http://purl.uniprot.org/taxonomy/9606,"Vascular endothelial growth factor A, long form"
DOID_7551,ENSG00000112715,http://purl.uniprot.org/opentargets/ENSG00000113302,http://purl.uniprot.org/uniprot/P29460,http://purl.uniprot.org/taxonomy/9606,Interleukin-12 subunit beta
DOID_7551,ENSG00000120907,http://purl.uniprot.org/opentargets/ENSG00000115594,http://purl.uniprot.org/uniprot/P14778,http://purl.uniprot.org/taxonomy/9606,Interleukin-1 receptor type 1
DOID_7551,ENSG00000157184,http://purl.uniprot.org/opentargets/ENSG00000116478,http://purl.uniprot.org/uniprot/Q13547,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 1
DOID_7551,ENSG00000197565,http://purl.uniprot.org/opentargets/ENSG00000119535,http://purl.uniprot.org/uniprot/Q99062,http://purl.uniprot.org/taxonomy/9606,Granulocyte colony-stimulating factor receptor
DOID_7551,ENSG00000254087,http://purl.uniprot.org/opentargets/ENSG00000119888,http://purl.uniprot.org/uniprot/P16422,http://purl.uniprot.org/taxonomy/9606,Epithelial cell adhesion molecule
DOID_7551,ENSG00000077514,http://purl.uniprot.org/opentargets/ENSG00000120457,http://purl.uniprot.org/uniprot/P48544,http://purl.uniprot.org/taxonomy/9606,G protein-activated inward rectifier potassium channel 4
DOID_7551,ENSG00000077782,http://purl.uniprot.org/opentargets/ENSG00000120907,http://purl.uniprot.org/uniprot/P35348,http://purl.uniprot.org/taxonomy/9606,Alpha-1A adrenergic receptor
DOID_7551,ENSG00000082898,http://purl.uniprot.org/opentargets/ENSG00000121879,http://purl.uniprot.org/uniprot/P42336,http://purl.uniprot.org/taxonomy/9606,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
DOID_7551,ENSG00000108821,http://purl.uniprot.org/opentargets/ENSG00000121966,http://purl.uniprot.org/uniprot/P61073,http://purl.uniprot.org/taxonomy/9606,C-X-C chemokine receptor type 4
DOID_7551,ENSG00000108839,http://purl.uniprot.org/opentargets/ENSG00000128052,http://purl.uniprot.org/uniprot/P35968,http://purl.uniprot.org/taxonomy/9606,Vascular endothelial growth factor receptor 2
DOID_7551,ENSG00000132170,http://purl.uniprot.org/opentargets/ENSG00000131759,http://purl.uniprot.org/uniprot/P10276,http://purl.uniprot.org/taxonomy/9606,Retinoic acid receptor alpha
DOID_7551,ENSG00000133216,http://purl.uniprot.org/opentargets/ENSG00000132155,http://purl.uniprot.org/uniprot/P04049,http://purl.uniprot.org/taxonomy/9606,RAF proto-oncogene serine/threonine-protein kinase
DOID_7551,ENSG00000139842,http://purl.uniprot.org/opentargets/ENSG00000132170,http://purl.uniprot.org/uniprot/P37231,http://purl.uniprot.org/taxonomy/9606,Peroxisome proliferator-activated receptor gamma
DOID_7551,ENSG00000140009,http://purl.uniprot.org/opentargets/ENSG00000133216,http://purl.uniprot.org/uniprot/P29323,http://purl.uniprot.org/taxonomy/9606,Ephrin type-B receptor 2
DOID_7551,ENSG00000151067,http://purl.uniprot.org/opentargets/ENSG00000133742,http://purl.uniprot.org/uniprot/P00915,http://purl.uniprot.org/taxonomy/9606,Carbonic anhydrase 1
DOID_7551,ENSG00000170214,http://purl.uniprot.org/opentargets/ENSG00000134318,http://purl.uniprot.org/uniprot/O75116,http://purl.uniprot.org/taxonomy/9606,Rho-associated protein kinase 2
DOID_7551,ENSG00000183813,http://purl.uniprot.org/opentargets/ENSG00000134460,http://purl.uniprot.org/uniprot/P01589,http://purl.uniprot.org/taxonomy/9606,Interleukin-2 receptor subunit alpha
DOID_7551,ENSG00000186010,http://purl.uniprot.org/opentargets/ENSG00000134853,http://purl.uniprot.org/uniprot/P16234,http://purl.uniprot.org/taxonomy/9606,Platelet-derived growth factor receptor alpha
DOID_7551,ENSG00000239732,http://purl.uniprot.org/opentargets/ENSG00000134871,http://purl.uniprot.org/uniprot/P08572,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-2(IV) chain
DOID_7551,ENSG00000066468,http://purl.uniprot.org/opentargets/ENSG00000135446,http://purl.uniprot.org/uniprot/P11802,http://purl.uniprot.org/taxonomy/9606,Cyclin-dependent kinase 4
DOID_7551,ENSG00000103546,http://purl.uniprot.org/opentargets/ENSG00000137267,http://purl.uniprot.org/uniprot/Q13885,http://purl.uniprot.org/taxonomy/9606,Tubulin beta-2A chain
DOID_7551,ENSG00000134460,http://purl.uniprot.org/opentargets/ENSG00000139842,http://purl.uniprot.org/uniprot/Q13619,http://purl.uniprot.org/taxonomy/9606,Cullin-4A
DOID_7551,ENSG00000147099,http://purl.uniprot.org/opentargets/ENSG00000140009,http://purl.uniprot.org/uniprot/Q92731,http://purl.uniprot.org/taxonomy/9606,Estrogen receptor beta
DOID_7551,ENSG00000160791,http://purl.uniprot.org/opentargets/ENSG00000141736,http://purl.uniprot.org/uniprot/P04626,http://purl.uniprot.org/taxonomy/9606,Receptor tyrosine-protein kinase erbB-2
DOID_7551,ENSG00000167325,http://purl.uniprot.org/opentargets/ENSG00000143799,http://purl.uniprot.org/uniprot/P09874,http://purl.uniprot.org/taxonomy/9606,Poly [ADP-ribose] polymerase 1
DOID_7551,ENSG00000171873,http://purl.uniprot.org/opentargets/ENSG00000143839,http://purl.uniprot.org/uniprot/P00797,http://purl.uniprot.org/taxonomy/9606,Renin
DOID_7551,ENSG00000182580,http://purl.uniprot.org/opentargets/ENSG00000146648,http://purl.uniprot.org/uniprot/P00533,http://purl.uniprot.org/taxonomy/9606,Epidermal growth factor receptor
DOID_7551,ENSG00000082175,http://purl.uniprot.org/opentargets/ENSG00000147099,http://purl.uniprot.org/uniprot/Q9BY41,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 8
DOID_7551,ENSG00000085662,http://purl.uniprot.org/opentargets/ENSG00000148053,http://purl.uniprot.org/uniprot/Q16620,http://purl.uniprot.org/taxonomy/9606,BDNF/NT-3 growth factors receptor
DOID_7551,ENSG00000099795,http://purl.uniprot.org/opentargets/ENSG00000151067,http://purl.uniprot.org/uniprot/Q13936,http://purl.uniprot.org/taxonomy/9606,Voltage-dependent L-type calcium channel subunit alpha-1C
DOID_7551,ENSG00000113302,http://purl.uniprot.org/opentargets/ENSG00000157184,http://purl.uniprot.org/uniprot/P23786,http://purl.uniprot.org/taxonomy/9606,"Carnitine O-palmitoyltransferase 2, mitochondrial"
DOID_7551,ENSG00000119535,http://purl.uniprot.org/opentargets/ENSG00000160712,http://purl.uniprot.org/uniprot/P08887,http://purl.uniprot.org/taxonomy/9606,Interleukin-6 receptor subunit alpha
DOID_7551,ENSG00000120457,http://purl.uniprot.org/opentargets/ENSG00000160791,http://purl.uniprot.org/uniprot/P51681,http://purl.uniprot.org/taxonomy/9606,C-C chemokine receptor type 5
DOID_7551,ENSG00000131759,http://purl.uniprot.org/opentargets/ENSG00000160867,http://purl.uniprot.org/uniprot/P22455,http://purl.uniprot.org/taxonomy/9606,Fibroblast growth factor receptor 4
DOID_7551,ENSG00000143839,http://purl.uniprot.org/opentargets/ENSG00000162434,http://purl.uniprot.org/uniprot/P23458,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase JAK1
DOID_7551,ENSG00000148053,http://purl.uniprot.org/opentargets/ENSG00000163558,http://purl.uniprot.org/uniprot/P41743,http://purl.uniprot.org/taxonomy/9606,Protein kinase C iota type
DOID_7551,ENSG00000167601,http://purl.uniprot.org/opentargets/ENSG00000164692,http://purl.uniprot.org/uniprot/P08123,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-2(I) chain
DOID_7551,ENSG00000171791,http://purl.uniprot.org/opentargets/ENSG00000167325,http://purl.uniprot.org/uniprot/P23921,http://purl.uniprot.org/taxonomy/9606,Ribonucleoside-diphosphate reductase large subunit
DOID_7551,ENSG00000182333,http://purl.uniprot.org/opentargets/ENSG00000167601,http://purl.uniprot.org/uniprot/P30530,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase receptor UFO
DOID_7551,ENSG00000061273,http://purl.uniprot.org/opentargets/ENSG00000169032,http://purl.uniprot.org/uniprot/Q02750,http://purl.uniprot.org/taxonomy/9606,Dual specificity mitogen-activated protein kinase kinase 1
DOID_7551,ENSG00000097007,http://purl.uniprot.org/opentargets/ENSG00000169083,http://purl.uniprot.org/uniprot/P10275,http://purl.uniprot.org/taxonomy/9606,Androgen receptor
DOID_7551,ENSG00000110944,http://purl.uniprot.org/opentargets/ENSG00000170214,http://purl.uniprot.org/uniprot/P35368,http://purl.uniprot.org/taxonomy/9606,Alpha-1B adrenergic receptor
DOID_7551,ENSG00000134853,http://purl.uniprot.org/opentargets/ENSG00000170989,http://purl.uniprot.org/uniprot/P21453,http://purl.uniprot.org/taxonomy/9606,Sphingosine 1-phosphate receptor 1
DOID_7551,ENSG00000137267,http://purl.uniprot.org/opentargets/ENSG00000171105,http://purl.uniprot.org/uniprot/P06213,http://purl.uniprot.org/taxonomy/9606,Insulin receptor
DOID_7551,ENSG00000184292,http://purl.uniprot.org/opentargets/ENSG00000171791,http://purl.uniprot.org/uniprot/P10415,http://purl.uniprot.org/taxonomy/9606,Apoptosis regulator Bcl-2
DOID_7551,ENSG00000196549,http://purl.uniprot.org/opentargets/ENSG00000171873,http://purl.uniprot.org/uniprot/P25100,http://purl.uniprot.org/taxonomy/9606,Alpha-1D adrenergic receptor
DOID_7551,ENSG00000198216,http://purl.uniprot.org/opentargets/ENSG00000176105,http://purl.uniprot.org/uniprot/P07947,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Yes
DOID_7551,ENSG00000106462,http://purl.uniprot.org/opentargets/ENSG00000176890,http://purl.uniprot.org/uniprot/P04818,http://purl.uniprot.org/taxonomy/9606,Thymidylate synthase
DOID_7551,ENSG00000111816,http://purl.uniprot.org/opentargets/ENSG00000177455,http://purl.uniprot.org/uniprot/P15391,http://purl.uniprot.org/taxonomy/9606,B-lymphocyte antigen CD19
DOID_7551,ENSG00000121879,http://purl.uniprot.org/opentargets/ENSG00000182333,http://purl.uniprot.org/uniprot/P07098,http://purl.uniprot.org/taxonomy/9606,Gastric triacylglycerol lipase
DOID_7551,ENSG00000121966,http://purl.uniprot.org/opentargets/ENSG00000182578,http://purl.uniprot.org/uniprot/P07333,http://purl.uniprot.org/taxonomy/9606,Macrophage colony-stimulating factor 1 receptor
DOID_7551,ENSG00000128052,http://purl.uniprot.org/opentargets/ENSG00000182580,http://purl.uniprot.org/uniprot/P54753,http://purl.uniprot.org/taxonomy/9606,Ephrin type-B receptor 3
DOID_7551,ENSG00000135446,http://purl.uniprot.org/opentargets/ENSG00000182871,http://purl.uniprot.org/uniprot/P39060,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-1(XVIII) chain
DOID_7551,ENSG00000141736,http://purl.uniprot.org/opentargets/ENSG00000183813,http://purl.uniprot.org/uniprot/P51679,http://purl.uniprot.org/taxonomy/9606,C-C chemokine receptor type 4
DOID_7551,ENSG00000162434,http://purl.uniprot.org/opentargets/ENSG00000184292,http://purl.uniprot.org/uniprot/P09758,http://purl.uniprot.org/taxonomy/9606,Tumor-associated calcium signal transducer 2
DOID_7551,ENSG00000176105,http://purl.uniprot.org/opentargets/ENSG00000186010,http://purl.uniprot.org/uniprot/Q9P0J0,http://purl.uniprot.org/taxonomy/9606,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
DOID_7551,ENSG00000243480,http://purl.uniprot.org/opentargets/ENSG00000189221,http://purl.uniprot.org/uniprot/P21397,http://purl.uniprot.org/taxonomy/9606,Amine oxidase [flavin-containing] A
DOID_7551,ENSG00000010810,http://purl.uniprot.org/opentargets/ENSG00000196411,http://purl.uniprot.org/uniprot/P54760,http://purl.uniprot.org/taxonomy/9606,Ephrin type-B receptor 4
DOID_7551,ENSG00000070886,http://purl.uniprot.org/opentargets/ENSG00000196549,http://purl.uniprot.org/uniprot/P08473,http://purl.uniprot.org/taxonomy/9606,Neprilysin
DOID_7551,ENSG00000094631,http://purl.uniprot.org/opentargets/ENSG00000197122,http://purl.uniprot.org/uniprot/P12931,http://purl.uniprot.org/taxonomy/9606,Proto-oncogene tyrosine-protein kinase Src
DOID_7551,ENSG00000116478,http://purl.uniprot.org/opentargets/ENSG00000197565,http://purl.uniprot.org/uniprot/Q14031,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-6(IV) chain
DOID_7551,ENSG00000132155,http://purl.uniprot.org/opentargets/ENSG00000198216,http://purl.uniprot.org/uniprot/Q15878,http://purl.uniprot.org/taxonomy/9606,Voltage-dependent R-type calcium channel subunit alpha-1E
DOID_7551,ENSG00000160867,http://purl.uniprot.org/opentargets/ENSG00000232810,http://purl.uniprot.org/uniprot/P01375,http://purl.uniprot.org/taxonomy/9606,Tumor necrosis factor
DOID_7551,ENSG00000169032,http://purl.uniprot.org/opentargets/ENSG00000239732,http://purl.uniprot.org/uniprot/Q9NR96,http://purl.uniprot.org/taxonomy/9606,Toll-like receptor 9
DOID_7551,ENSG00000170989,http://purl.uniprot.org/opentargets/ENSG00000243480,http://purl.uniprot.org/uniprot/P04746,http://purl.uniprot.org/taxonomy/9606,Pancreatic alpha-amylase
DOID_7551,ENSG00000182871,http://purl.uniprot.org/opentargets/ENSG00000254087,http://purl.uniprot.org/uniprot/P07948,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase Lyn
DOID_7551,ENSG00000010610,http://purl.uniprot.org/opentargets/ENSG00000010610,http://purl.uniprot.org/uniprot/P01730,http://purl.uniprot.org/taxonomy/9606,T-cell surface glycoprotein CD4
DOID_7551,ENSG00000065361,http://purl.uniprot.org/opentargets/ENSG00000011677,http://purl.uniprot.org/uniprot/P34903,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit alpha-3
DOID_7551,ENSG00000108840,http://purl.uniprot.org/opentargets/ENSG00000022355,http://purl.uniprot.org/uniprot/P14867,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit alpha-1
DOID_7551,ENSG00000111537,http://purl.uniprot.org/opentargets/ENSG00000037280,http://purl.uniprot.org/uniprot/P35916,http://purl.uniprot.org/taxonomy/9606,Vascular endothelial growth factor receptor 3
DOID_7551,ENSG00000125538,http://purl.uniprot.org/opentargets/ENSG00000048052,http://purl.uniprot.org/uniprot/Q9UKV0,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 9
DOID_7551,ENSG00000130635,http://purl.uniprot.org/opentargets/ENSG00000057252,http://purl.uniprot.org/uniprot/P35610,http://purl.uniprot.org/taxonomy/9606,Sterol O-acyltransferase 1
DOID_7551,ENSG00000137869,http://purl.uniprot.org/opentargets/ENSG00000065361,http://purl.uniprot.org/uniprot/P21860,http://purl.uniprot.org/taxonomy/9606,Receptor tyrosine-protein kinase erbB-3
DOID_7551,ENSG00000142319,http://purl.uniprot.org/opentargets/ENSG00000073756,http://purl.uniprot.org/uniprot/P35354,http://purl.uniprot.org/taxonomy/9606,Prostaglandin G/H synthase 2
DOID_7551,ENSG00000167434,http://purl.uniprot.org/opentargets/ENSG00000077238,http://purl.uniprot.org/uniprot/P24394,http://purl.uniprot.org/taxonomy/9606,Interleukin-4 receptor subunit alpha
DOID_7551,ENSG00000196611,http://purl.uniprot.org/opentargets/ENSG00000077782,http://purl.uniprot.org/uniprot/P11362,http://purl.uniprot.org/taxonomy/9606,Fibroblast growth factor receptor 1
DOID_7551,ENSG00000196689,http://purl.uniprot.org/opentargets/ENSG00000082701,http://purl.uniprot.org/uniprot/P49841,http://purl.uniprot.org/taxonomy/9606,Glycogen synthase kinase-3 beta
DOID_7551,ENSG00000037280,http://purl.uniprot.org/opentargets/ENSG00000084674,http://purl.uniprot.org/uniprot/P04114,http://purl.uniprot.org/taxonomy/9606,Apolipoprotein B-100
DOID_7551,ENSG00000105976,http://purl.uniprot.org/opentargets/ENSG00000091128,http://purl.uniprot.org/uniprot/A4D0S4,http://purl.uniprot.org/taxonomy/9606,Laminin subunit beta-4
DOID_7551,ENSG00000137673,http://purl.uniprot.org/opentargets/ENSG00000091831,http://purl.uniprot.org/uniprot/P03372,http://purl.uniprot.org/taxonomy/9606,Estrogen receptor
DOID_7551,ENSG00000140443,http://purl.uniprot.org/opentargets/ENSG00000096968,http://purl.uniprot.org/uniprot/O60674,http://purl.uniprot.org/taxonomy/9606,Tyrosine-protein kinase JAK2
DOID_7551,ENSG00000188153,http://purl.uniprot.org/opentargets/ENSG00000102468,http://purl.uniprot.org/uniprot/P28223,http://purl.uniprot.org/taxonomy/9606,5-hydroxytryptamine receptor 2A
DOID_7551,ENSG00000077238,http://purl.uniprot.org/opentargets/ENSG00000102755,http://purl.uniprot.org/uniprot/P17948,http://purl.uniprot.org/taxonomy/9606,Vascular endothelial growth factor receptor 1
DOID_7551,ENSG00000084674,http://purl.uniprot.org/opentargets/ENSG00000105329,http://purl.uniprot.org/uniprot/P01137,http://purl.uniprot.org/taxonomy/9606,Transforming growth factor beta-1 proprotein
DOID_7551,ENSG00000091128,http://purl.uniprot.org/opentargets/ENSG00000105810,http://purl.uniprot.org/uniprot/Q00534,http://purl.uniprot.org/taxonomy/9606,Cyclin-dependent kinase 6
DOID_7551,ENSG00000105810,http://purl.uniprot.org/opentargets/ENSG00000105976,http://purl.uniprot.org/uniprot/P08581,http://purl.uniprot.org/taxonomy/9606,Hepatocyte growth factor receptor
DOID_7551,ENSG00000131747,http://purl.uniprot.org/opentargets/ENSG00000108840,http://purl.uniprot.org/uniprot/Q9UQL6,http://purl.uniprot.org/taxonomy/9606,Histone deacetylase 5
DOID_7551,ENSG00000138413,http://purl.uniprot.org/opentargets/ENSG00000111275,http://purl.uniprot.org/uniprot/P05091,http://purl.uniprot.org/taxonomy/9606,"Aldehyde dehydrogenase, mitochondrial"
DOID_7551,ENSG00000142627,http://purl.uniprot.org/opentargets/ENSG00000111424,http://purl.uniprot.org/uniprot/P11473,http://purl.uniprot.org/taxonomy/9606,Vitamin D3 receptor
DOID_7551,ENSG00000163599,http://purl.uniprot.org/opentargets/ENSG00000111537,http://purl.uniprot.org/uniprot/P01579,http://purl.uniprot.org/taxonomy/9606,Interferon gamma
DOID_7551,ENSG00000163873,http://purl.uniprot.org/opentargets/ENSG00000112038,http://purl.uniprot.org/uniprot/P35372,http://purl.uniprot.org/taxonomy/9606,Mu-type opioid receptor
DOID_7551,ENSG00000169174,http://purl.uniprot.org/opentargets/ENSG00000112715,http://purl.uniprot.org/uniprot/P15692,http://purl.uniprot.org/taxonomy/9606,"Vascular endothelial growth factor A, long form"
DOID_7551,ENSG00000096968,http://purl.uniprot.org/opentargets/ENSG00000112964,http://purl.uniprot.org/uniprot/P10912,http://purl.uniprot.org/taxonomy/9606,Growth hormone receptor
DOID_7551,ENSG00000119772,http://purl.uniprot.org/opentargets/ENSG00000113327,http://purl.uniprot.org/uniprot/P18507,http://purl.uniprot.org/taxonomy/9606,Gamma-aminobutyric acid receptor subunit gamma-2
DOID_7551,ENSG00000130816,http://purl.uniprot.org/opentargets/ENSG00000113721,http://purl.uniprot.org/uniprot/P09619,http://purl.uniprot.org/taxonomy/9606,Platelet-derived growth factor receptor beta
DOID_7551,ENSG00000154928,http://purl.uniprot.org/opentargets/ENSG00000115414,http://purl.uniprot.org/uniprot/P02751,http://purl.uniprot.org/taxonomy/9606,Fibronectin
DOID_7551,ENSG00000163359,http://purl.uniprot.org/opentargets/ENSG00000116329,http://purl.uniprot.org/uniprot/P41143,http://purl.uniprot.org/taxonomy/9606,Delta-type opioid receptor
DOID_7551,ENSG00000171720,http://purl.uniprot.org/opentargets/ENSG00000119630,http://purl.uniprot.org/uniprot/P49763,http://purl.uniprot.org/taxonomy/9606,Placenta growth factor
DOID_7551,ENSG00000182054,http://purl.uniprot.org/opentargets/ENSG00000119772,http://purl.uniprot.org/uniprot/Q9Y6K1,http://purl.uniprot.org/taxonomy/9606,DNA (cytosine-5)-methyltransferase 3A
DOID_7551,ENSG00000187498,http://purl.uniprot.org/opentargets/ENSG00000120217,http://purl.uniprot.org/uniprot/Q9NZQ7,http://purl.uniprot.org/taxonomy/9606,Programmed cell death 1 ligand 1
DOID_7551,ENSG00000196557,http://purl.uniprot.org/opentargets/ENSG00000125538,http://purl.uniprot.org/uniprot/P01584,http://purl.uniprot.org/taxonomy/9606,Interleukin-1 beta
DOID_7551,ENSG00000204262,http://purl.uniprot.org/opentargets/ENSG00000128602,http://purl.uniprot.org/uniprot/Q99835,http://purl.uniprot.org/taxonomy/9606,Protein smoothened
DOID_7551,ENSG00000048052,http://purl.uniprot.org/opentargets/ENSG00000130635,http://purl.uniprot.org/uniprot/P20908,http://purl.uniprot.org/taxonomy/9606,Collagen alpha-1(V) chain
DOID_7551,ENSG00000057252,http://purl.uniprot.org/opentargets/ENSG00000130816,http://purl.uniprot.org/uniprot/P26358,http://purl.uniprot.org/taxonomy/9606,DNA (cytosine-5)-methyltransferase 1
