"source","source_type","target","target_type"
"HP_0100727","disease","ENSG00000077514","gene"
"HP_0100727","disease","ENSG00000167325","gene"
"HP_0100727","disease","ENSG00000148229","gene"
"HP_0100727","disease","ENSG00000171094","gene"
"HP_0100727","disease","ENSG00000177084","gene"
"HP_0100727","disease","ENSG00000120949","gene"
"HP_0100727","disease","ENSG00000125538","gene"
"HP_0100727","disease","ENSG00000169442","gene"
"HP_0100727","disease","ENSG00000175482","gene"
"HP_0100727","disease","ENSG00000062822","gene"
"HP_0100727","disease","ENSG00000101868","gene"
"HP_0100727","disease","ENSG00000198056","gene"
"HP_0100727","disease","ENSG00000014138","gene"
"HP_0100727","disease","ENSG00000157764","gene"
"MONDO_0009619","disease","ENSG00000077782","gene"
"MONDO_0009619","disease","ENSG00000066468","gene"
"MONDO_0009619","disease","ENSG00000068078","gene"
"MONDO_0009619","disease","ENSG00000060718","gene"
"MONDO_0009619","disease","ENSG00000139219","gene"
"MONDO_0011377","disease","ENSG00000183873","gene"
"MONDO_0011377","disease","ENSG00000053918","gene"
"MONDO_0011377","disease","ENSG00000007314","gene"
"MONDO_0015003","disease","ENSG00000182389","gene"
"MONDO_0015003","disease","ENSG00000141837","gene"
"MONDO_0015003","disease","ENSG00000144285","gene"
"MONDO_0015003","disease","ENSG00000164794","gene"
"MONDO_0015003","disease","ENSG00000196876","gene"
"MONDO_0015003","disease","ENSG00000053918","gene"
"MONDO_0015003","disease","ENSG00000111262","gene"
"MONDO_0015003","disease","ENSG00000166862","gene"
"MONDO_0015003","disease","ENSG00000105409","gene"
"MONDO_0015003","disease","ENSG00000145888","gene"
"MONDO_0032889","disease","ENSG00000066468","gene"
"MONDO_0032889","disease","ENSG00000060718","gene"
"MONDO_0032889","disease","ENSG00000105976","gene"
"MONDO_0000030","disease","ENSG00000101204","gene"
"MONDO_0030060","disease","ENSG00000022355","gene"
"MONDO_0030060","disease","ENSG00000166206","gene"
"MONDO_0030060","disease","ENSG00000182389","gene"
"MONDO_0030060","disease","ENSG00000120251","gene"
"MONDO_0030060","disease","ENSG00000141837","gene"
"MONDO_0030060","disease","ENSG00000144285","gene"
"MONDO_0030060","disease","ENSG00000196876","gene"
"MONDO_0030060","disease","ENSG00000053918","gene"
"MONDO_0030060","disease","ENSG00000133731","gene"
"MONDO_0030060","disease","ENSG00000007402","gene"
"MONDO_0030060","disease","ENSG00000166862","gene"
"MONDO_0030060","disease","ENSG00000105409","gene"
"EFO_0001675","disease","ENSG00000112115","gene"
"EFO_0001675","disease","ENSG00000232810","gene"
"EFO_0001675","disease","ENSG00000160791","gene"
"EFO_0001675","disease","ENSG00000010610","gene"
"EFO_0001675","disease","ENSG00000111537","gene"
"HP_0000327","disease","ENSG00000060718","gene"
"HP_0006789","disease","ENSG00000212907","gene"
"HP_0006789","disease","ENSG00000198888","gene"
"HP_0006789","disease","ENSG00000198840","gene"
"HP_0006789","disease","ENSG00000198763","gene"
"HP_0030834","disease","ENSG00000022355","gene"
"HP_0030834","disease","ENSG00000113327","gene"
"HP_0030834","disease","ENSG00000073756","gene"
"HP_0030834","disease","ENSG00000145864","gene"
"HP_0030834","disease","ENSG00000166206","gene"
"HP_0030834","disease","ENSG00000168356","gene"
"HP_0030834","disease","ENSG00000268089","gene"
"HP_0030834","disease","ENSG00000011677","gene"
"HP_0030834","disease","ENSG00000144285","gene"
"HP_0030834","disease","ENSG00000183873","gene"
"HP_0030834","disease","ENSG00000112038","gene"
"HP_0030834","disease","ENSG00000184160","gene"
"HP_0030834","disease","ENSG00000103546","gene"
"HP_0030834","disease","ENSG00000108576","gene"
"HP_0030834","disease","ENSG00000145863","gene"
"HP_0030834","disease","ENSG00000196876","gene"
"HP_0030834","disease","ENSG00000185313","gene"
"HP_0030834","disease","ENSG00000136531","gene"
"HP_0030834","disease","ENSG00000187730","gene"
"HP_0030834","disease","ENSG00000150594","gene"
"HP_0030834","disease","ENSG00000163288","gene"
"HP_0030834","disease","ENSG00000186297","gene"
"HP_0030834","disease","ENSG00000102287","gene"
"HP_0030834","disease","ENSG00000109158","gene"
"HP_0030834","disease","ENSG00000151834","gene"
"HP_0030834","disease","ENSG00000182256","gene"
"HP_0030834","disease","ENSG00000274286","gene"
"HP_0030834","disease","ENSG00000163285","gene"
"HP_0030834","disease","ENSG00000043591","gene"
"HP_0030834","disease","ENSG00000094755","gene"
"HP_0030834","disease","ENSG00000153253","gene"
"HP_0030834","disease","ENSG00000007314","gene"
"HP_0030834","disease","ENSG00000113580","gene"
"HP_0030834","disease","ENSG00000132639","gene"
"HP_0030834","disease","ENSG00000136546","gene"
"HP_0030834","disease","ENSG00000169252","gene"
"HP_0030834","disease","ENSG00000169432","gene"
"HP_0030834","disease","ENSG00000102967","gene"
"MONDO_0001410","disease","ENSG00000091831","gene"
"MONDO_0001410","disease","ENSG00000064989","gene"
"MONDO_0014725","disease","ENSG00000155511","gene"
"MONDO_0014725","disease","ENSG00000120251","gene"
"MONDO_0014725","disease","ENSG00000148408","gene"
"MONDO_0014725","disease","ENSG00000167552","gene"
"MONDO_0014725","disease","ENSG00000132639","gene"
"MONDO_0014725","disease","ENSG00000105409","gene"
"MONDO_0054695","disease","ENSG00000196569","gene"
"MONDO_0054695","disease","ENSG00000142156","gene"
"MONDO_0054695","disease","ENSG00000198947","gene"
"MONDO_0054695","disease","ENSG00000171298","gene"
"MONDO_0054695","disease","ENSG00000163359","gene"
"MONDO_0054695","disease","ENSG00000007314","gene"
"EFO_0000174","disease","ENSG00000101162","gene"
"EFO_0000174","disease","ENSG00000102755","gene"
"EFO_0000174","disease","ENSG00000106628","gene"
"EFO_0000174","disease","ENSG00000273079","gene"
