"source","source_type","target","target_type"
"MONDO_0002000","disease","EFO_0000618","therapeutic_area"
"MONDO_0009703","disease","OTAR_0000006","therapeutic_area"
"MONDO_0009703","disease","EFO_0000618","therapeutic_area"
"MONDO_0009703","disease","OTAR_0000018","therapeutic_area"
"MONDO_0013680","disease","OTAR_0000018","therapeutic_area"
"MONDO_0016710","disease","MONDO_0045024","therapeutic_area"
"MONDO_0016710","disease","EFO_0000618","therapeutic_area"
"MONDO_0024351","disease","OTAR_0000018","therapeutic_area"
"MONDO_0024351","disease","EFO_0010285","therapeutic_area"
"MONDO_0030065","disease","OTAR_0000018","therapeutic_area"
"EFO_0001055","disease","OTAR_0000017","therapeutic_area"
"EFO_0001055","disease","EFO_0005741","therapeutic_area"
"EFO_0001055","disease","EFO_0009690","therapeutic_area"
"EFO_0001055","disease","EFO_0000618","therapeutic_area"
"HP_0001555","disease","EFO_0000651","therapeutic_area"
"HP_0002857","disease","EFO_0000651","therapeutic_area"
"MONDO_0002246","disease","EFO_0005741","therapeutic_area"
"MONDO_0002246","disease","EFO_0000618","therapeutic_area"
"MONDO_0002246","disease","MONDO_0021205","therapeutic_area"
"MONDO_0002627","disease","MONDO_0045024","therapeutic_area"
"MONDO_0002627","disease","OTAR_0000006","therapeutic_area"
"MONDO_0015032","disease","MONDO_0045024","therapeutic_area"
"MONDO_0015032","disease","EFO_0000618","therapeutic_area"
"MONDO_0017362","disease","EFO_0000618","therapeutic_area"
"MONDO_0018642","disease","OTAR_0000018","therapeutic_area"
"MONDO_0018642","disease","EFO_0000540","therapeutic_area"
"MONDO_0018794","disease","EFO_0010282","therapeutic_area"
"MONDO_0018794","disease","OTAR_0000018","therapeutic_area"
"MONDO_0018794","disease","EFO_0005803","therapeutic_area"
"MONDO_0026733","disease","EFO_0000618","therapeutic_area"
"MONDO_0026733","disease","OTAR_0000018","therapeutic_area"
"MONDO_0026733","disease","MONDO_0002025","therapeutic_area"
"MONDO_0060589","disease","OTAR_0000018","therapeutic_area"
"HP_0002110","disease","EFO_0000651","therapeutic_area"
"HP_0002119","disease","EFO_0000651","therapeutic_area"
"HP_0011344","disease","EFO_0000651","therapeutic_area"
"HP_0011499","disease","EFO_0000651","therapeutic_area"
"HP_0100633","disease","EFO_0000651","therapeutic_area"
"HP_0100633","disease","EFO_0010282","therapeutic_area"
"HP_0100633","disease","OTAR_0000010","therapeutic_area"
"MONDO_0012538","disease","OTAR_0000006","therapeutic_area"
"MONDO_0012538","disease","EFO_0000618","therapeutic_area"
"MONDO_0012538","disease","OTAR_0000018","therapeutic_area"
"MONDO_0021469","disease","EFO_0010282","therapeutic_area"
"MONDO_0021469","disease","MONDO_0045024","therapeutic_area"
"MONDO_0044302","disease","OTAR_0000018","therapeutic_area"
"MONDO_0060582","disease","MONDO_0024297","therapeutic_area"
"MONDO_0060582","disease","EFO_0000618","therapeutic_area"
"MONDO_0060582","disease","OTAR_0000018","therapeutic_area"
"MONDO_0060582","disease","MONDO_0024458","therapeutic_area"
"HP_0000131","disease","EFO_0000651","therapeutic_area"
"HP_0000448","disease","EFO_0000651","therapeutic_area"
"HP_0002574","disease","EFO_0000651","therapeutic_area"
"HP_0010577","disease","EFO_0000651","therapeutic_area"
"MONDO_0002548","disease","MONDO_0045024","therapeutic_area"
"MONDO_0002548","disease","EFO_0000618","therapeutic_area"
"MONDO_0016690","disease","MONDO_0045024","therapeutic_area"
"MONDO_0016690","disease","EFO_0000618","therapeutic_area"
"MONDO_0054699","disease","OTAR_0000006","therapeutic_area"
"MONDO_0054699","disease","OTAR_0000018","therapeutic_area"
"MONDO_0054699","disease","EFO_0000540","therapeutic_area"
"HP_0000023","disease","EFO_0000651","therapeutic_area"
"HP_0000540","disease","EFO_0000651","therapeutic_area"
"HP_0000978","disease","EFO_0000651","therapeutic_area"
"HP_0002140","disease","EFO_0000651","therapeutic_area"
"HP_0007565","disease","EFO_0000651","therapeutic_area"
"HP_0012276","disease","EFO_0000651","therapeutic_area"
