radboudsource,sourceguid,target,targetguid
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000134853,http://purl.uniprot.org/uniprot/P11511
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000111816,http://purl.uniprot.org/uniprot/P10415
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000128052,http://purl.uniprot.org/uniprot/P06881
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000120156,http://purl.uniprot.org/uniprot/P11047
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000132155,http://purl.uniprot.org/uniprot/Q9UQD0
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000037280,http://purl.uniprot.org/uniprot/Q03181
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000162733,http://purl.uniprot.org/uniprot/P11802
CHEMBL1946170,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1946170,ENSG00000157764,http://purl.uniprot.org/uniprot/P54760
CHEMBL198362,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL198362,ENSG00000126218,http://purl.uniprot.org/uniprot/Q03181
CHEMBL2108027,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108027,ENSG00000112164,http://purl.uniprot.org/uniprot/P06280
CHEMBL3707226,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3707226,ENSG00000122194,http://purl.uniprot.org/uniprot/P51787
CHEMBL45816,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL45816,ENSG00000100346,http://purl.uniprot.org/uniprot/P10721
CHEMBL45816,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL45816,ENSG00000006283,http://purl.uniprot.org/uniprot/P04626
CHEMBL45816,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL45816,ENSG00000196557,http://purl.uniprot.org/uniprot/P12821
CHEMBL960,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL960,ENSG00000102967,http://purl.uniprot.org/uniprot/P09619
CHEMBL1200951,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200951,ENSG00000149295,http://purl.uniprot.org/uniprot/P00533
CHEMBL1201064,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201064,ENSG00000113580,http://purl.uniprot.org/uniprot/P60880
CHEMBL1201863,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201863,ENSG00000105675,http://purl.uniprot.org/uniprot/P31639
CHEMBL1289494,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1289494,ENSG00000102755,http://purl.uniprot.org/uniprot/P22607
CHEMBL1289494,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1289494,ENSG00000128052,http://purl.uniprot.org/uniprot/P06881
CHEMBL1289494,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1289494,ENSG00000037280,http://purl.uniprot.org/uniprot/Q03181
CHEMBL1477,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1477,ENSG00000113161,http://purl.uniprot.org/uniprot/P47870
CHEMBL1743041,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743041,ENSG00000183813,http://purl.uniprot.org/uniprot/Q9H228
CHEMBL178,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL178,ENSG00000131747,http://purl.uniprot.org/uniprot/P07949
CHEMBL250270,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL250270,ENSG00000151067,http://purl.uniprot.org/uniprot/Q71U36
CHEMBL250270,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL250270,ENSG00000157388,http://purl.uniprot.org/uniprot/P29317
CHEMBL250270,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL250270,ENSG00000102001,http://purl.uniprot.org/uniprot/P35354
CHEMBL250270,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL250270,ENSG00000081248,http://purl.uniprot.org/uniprot/Q9UM73
CHEMBL3188267,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3188267,ENSG00000105976,http://purl.uniprot.org/uniprot/P34995
CHEMBL360328,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL360328,ENSG00000147246,http://purl.uniprot.org/uniprot/P06213
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000135914,http://purl.uniprot.org/uniprot/P22894
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000158748,http://purl.uniprot.org/uniprot/P01589
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000186090,http://purl.uniprot.org/uniprot/P04818
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000166736,http://purl.uniprot.org/uniprot/P07202
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000178084,http://purl.uniprot.org/uniprot/P35499
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000102468,http://purl.uniprot.org/uniprot/P05023
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000147246,http://purl.uniprot.org/uniprot/P06213
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000168830,http://purl.uniprot.org/uniprot/P00918
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000179097,http://purl.uniprot.org/uniprot/Q13753
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000148680,http://purl.uniprot.org/uniprot/Q02763
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000178394,http://purl.uniprot.org/uniprot/Q07343
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000135312,http://purl.uniprot.org/uniprot/Q9UQD0
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000186038,http://purl.uniprot.org/uniprot/P37231
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000164270,http://purl.uniprot.org/uniprot/P22607
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000157219,http://purl.uniprot.org/uniprot/P08908
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000179546,http://purl.uniprot.org/uniprot/Q15858
CHEMBL37744,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL37744,ENSG00000149305,http://purl.uniprot.org/uniprot/P21860
CHEMBL3889654,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3889654,ENSG00000140538,http://purl.uniprot.org/uniprot/Q9HB55
CHEMBL3889654,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3889654,ENSG00000148053,http://purl.uniprot.org/uniprot/P07202
CHEMBL3889654,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3889654,ENSG00000198400,http://purl.uniprot.org/uniprot/Q03181
CHEMBL4559134,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4559134,ENSG00000170759,http://purl.uniprot.org/uniprot/P03372
CHEMBL4559134,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4559134,ENSG00000165731,http://purl.uniprot.org/uniprot/Q9Y233
CHEMBL4559134,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4559134,ENSG00000108091,http://purl.uniprot.org/uniprot/P11473
CHEMBL622,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL622,ENSG00000073756,http://purl.uniprot.org/uniprot/P14778
CHEMBL643,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL643,ENSG00000196639,http://purl.uniprot.org/uniprot/P47870
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000120907,http://purl.uniprot.org/uniprot/O43924
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000170214,http://purl.uniprot.org/uniprot/P10912
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000184160,http://purl.uniprot.org/uniprot/P01137
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000171873,http://purl.uniprot.org/uniprot/P18545
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000150594,http://purl.uniprot.org/uniprot/P35499
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000274286,http://purl.uniprot.org/uniprot/P00439
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000188778,http://purl.uniprot.org/uniprot/Q13956
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000043591,http://purl.uniprot.org/uniprot/P00533
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,ENSG00000169252,http://purl.uniprot.org/uniprot/Q01955
CHEMBL75880,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL75880,ENSG00000157184,http://purl.uniprot.org/uniprot/P01137
CHEMBL75880,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL75880,ENSG00000205560,http://purl.uniprot.org/uniprot/P36888
CHEMBL75880,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL75880,ENSG00000198793,http://purl.uniprot.org/uniprot/P07101
CHEMBL1200374,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200374,ENSG00000137869,http://purl.uniprot.org/uniprot/P00747
CHEMBL1577,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1577,ENSG00000070915,http://purl.uniprot.org/uniprot/P03372
CHEMBL2107067,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2107067,ENSG00000169083,http://purl.uniprot.org/uniprot/Q09470
CHEMBL472,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL472,ENSG00000006071,http://purl.uniprot.org/uniprot/Q01668
CHEMBL472,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL472,ENSG00000187486,http://purl.uniprot.org/uniprot/P22748
CHEMBL498,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL498,ENSG00000006071,http://purl.uniprot.org/uniprot/Q01668
CHEMBL498,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL498,ENSG00000187486,http://purl.uniprot.org/uniprot/P22748
CHEMBL539697,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL539697,ENSG00000180210,http://purl.uniprot.org/uniprot/P14867
CHEMBL93,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL93,ENSG00000012779,http://purl.uniprot.org/uniprot/P31639
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000168356,http://purl.uniprot.org/uniprot/P16499
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000144285,http://purl.uniprot.org/uniprot/P23415
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000183873,http://purl.uniprot.org/uniprot/P12109
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000196876,http://purl.uniprot.org/uniprot/Q13370
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000185313,http://purl.uniprot.org/uniprot/P12821
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000136531,http://purl.uniprot.org/uniprot/P03923
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000153253,http://purl.uniprot.org/uniprot/P10912
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000007314,http://purl.uniprot.org/uniprot/O15230
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000136546,http://purl.uniprot.org/uniprot/Q13547
CHEMBL1201336,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201336,ENSG00000169432,http://purl.uniprot.org/uniprot/P48549
CHEMBL1201583,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201583,ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288
CHEMBL1411979,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1411979,ENSG00000196639,http://purl.uniprot.org/uniprot/P47870
CHEMBL1428,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1428,ENSG00000151067,http://purl.uniprot.org/uniprot/Q71U36
CHEMBL1428,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1428,ENSG00000157388,http://purl.uniprot.org/uniprot/P29317
CHEMBL1428,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1428,ENSG00000102001,http://purl.uniprot.org/uniprot/P35354
CHEMBL1428,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1428,ENSG00000151623,http://purl.uniprot.org/uniprot/P69905
CHEMBL1428,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1428,ENSG00000081248,http://purl.uniprot.org/uniprot/Q9UM73
CHEMBL1535,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1535,ENSG00000239732,http://purl.uniprot.org/uniprot/P06239
CHEMBL1535,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1535,ENSG00000196664,http://purl.uniprot.org/uniprot/Q9UQD0
CHEMBL169901,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL169901,ENSG00000103546,http://purl.uniprot.org/uniprot/P25116
CHEMBL1742982,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1742982,ENSG00000112715,http://purl.uniprot.org/uniprot/Q16288
CHEMBL1742982,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1742982,ENSG00000119630,http://purl.uniprot.org/uniprot/O95477
CHEMBL2105720,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2105720,ENSG00000197891,http://purl.uniprot.org/uniprot/P01584
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000101162,http://purl.uniprot.org/uniprot/P08123
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000152086,http://purl.uniprot.org/uniprot/P01579
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000198033,http://purl.uniprot.org/uniprot/Q99835
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000104833,http://purl.uniprot.org/uniprot/P14416
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000137267,http://purl.uniprot.org/uniprot/Q00975
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000167553,http://purl.uniprot.org/uniprot/P17252
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000188229,http://purl.uniprot.org/uniprot/O15230
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000196230,http://purl.uniprot.org/uniprot/P15391
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000127824,http://purl.uniprot.org/uniprot/Q15116
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000137285,http://purl.uniprot.org/uniprot/P24462
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000167552,http://purl.uniprot.org/uniprot/P10275
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000258947,http://purl.uniprot.org/uniprot/Q14524
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000176014,http://purl.uniprot.org/uniprot/P02461
CHEMBL2110725,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2110725,ENSG00000123416,http://purl.uniprot.org/uniprot/P0DPH7
CHEMBL2362016,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2362016,ENSG00000198431,http://purl.uniprot.org/uniprot/P49763
CHEMBL301265,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL301265,ENSG00000151577,http://purl.uniprot.org/uniprot/P21728
CHEMBL301265,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL301265,ENSG00000149295,http://purl.uniprot.org/uniprot/P00533
CHEMBL301265,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL301265,ENSG00000069696,http://purl.uniprot.org/uniprot/P49841
CHEMBL594,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL594,ENSG00000196639,http://purl.uniprot.org/uniprot/P47870
CHEMBL599,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL599,ENSG00000073756,http://purl.uniprot.org/uniprot/P14778
CHEMBL6622,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL6622,ENSG00000123201,http://purl.uniprot.org/uniprot/Q9Y698
CHEMBL6622,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL6622,ENSG00000061918,http://purl.uniprot.org/uniprot/Q13698
CHEMBL836,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL836,ENSG00000120907,http://purl.uniprot.org/uniprot/O43924
CHEMBL836,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL836,ENSG00000170214,http://purl.uniprot.org/uniprot/P10912
CHEMBL836,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL836,ENSG00000171873,http://purl.uniprot.org/uniprot/P18545
CHEMBL965,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL965,ENSG00000133019,http://purl.uniprot.org/uniprot/P10600
CHEMBL1173655,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1173655,ENSG00000146648,http://purl.uniprot.org/uniprot/P07942
CHEMBL1173655,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1173655,ENSG00000141736,http://purl.uniprot.org/uniprot/P35498
CHEMBL1173655,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1173655,ENSG00000178568,http://purl.uniprot.org/uniprot/Q9NY47
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000022355,http://purl.uniprot.org/uniprot/P11511
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000273079,http://purl.uniprot.org/uniprot/P42261
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000113327,http://purl.uniprot.org/uniprot/P30518
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000145864,http://purl.uniprot.org/uniprot/Q05513
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000166206,http://purl.uniprot.org/uniprot/P08514
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000198785,http://purl.uniprot.org/uniprot/P36888
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000268089,http://purl.uniprot.org/uniprot/P14867
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000011677,http://purl.uniprot.org/uniprot/P51787
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000176884,http://purl.uniprot.org/uniprot/P02679
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000145863,http://purl.uniprot.org/uniprot/P55017
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000183454,http://purl.uniprot.org/uniprot/P30531
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000105464,http://purl.uniprot.org/uniprot/O00483
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000187730,http://purl.uniprot.org/uniprot/P22303
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000116032,http://purl.uniprot.org/uniprot/P29400
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000163288,http://purl.uniprot.org/uniprot/P12821
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000186297,http://purl.uniprot.org/uniprot/P61812
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000102287,http://purl.uniprot.org/uniprot/O00591
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000109158,http://purl.uniprot.org/uniprot/P23219
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000151834,http://purl.uniprot.org/uniprot/Q16445
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000182256,http://purl.uniprot.org/uniprot/P78334
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000163285,http://purl.uniprot.org/uniprot/P13637
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000094755,http://purl.uniprot.org/uniprot/P48736
CHEMBL1201293,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201293,ENSG00000161509,http://purl.uniprot.org/uniprot/P08572
CHEMBL1429,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1429,ENSG00000198049,http://purl.uniprot.org/uniprot/Q02643
CHEMBL1429,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1429,ENSG00000166148,http://purl.uniprot.org/uniprot/O00329
CHEMBL1429,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1429,ENSG00000126895,http://purl.uniprot.org/uniprot/P08572
CHEMBL2178422,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2178422,ENSG00000064989,http://purl.uniprot.org/uniprot/P10253
CHEMBL3187365,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3187365,ENSG00000102468,http://purl.uniprot.org/uniprot/P05023
CHEMBL3187365,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3187365,ENSG00000149295,http://purl.uniprot.org/uniprot/P00533
CHEMBL473,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL473,ENSG00000055118,http://purl.uniprot.org/uniprot/P20138
CHEMBL595,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL595,ENSG00000132170,http://purl.uniprot.org/uniprot/P21964
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000145864,http://purl.uniprot.org/uniprot/Q05513
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000166206,http://purl.uniprot.org/uniprot/P08514
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000168356,http://purl.uniprot.org/uniprot/P16499
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000144285,http://purl.uniprot.org/uniprot/P23415
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000183873,http://purl.uniprot.org/uniprot/P12109
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000196876,http://purl.uniprot.org/uniprot/Q13370
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000185313,http://purl.uniprot.org/uniprot/P12821
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000136531,http://purl.uniprot.org/uniprot/P03923
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000163288,http://purl.uniprot.org/uniprot/P12821
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000153253,http://purl.uniprot.org/uniprot/P10912
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000007314,http://purl.uniprot.org/uniprot/O15230
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000136546,http://purl.uniprot.org/uniprot/Q13547
CHEMBL856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL856,ENSG00000169432,http://purl.uniprot.org/uniprot/P48549
CHEMBL1201201,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201201,ENSG00000103546,http://purl.uniprot.org/uniprot/P25116
CHEMBL1201201,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201201,ENSG00000108576,http://purl.uniprot.org/uniprot/P10275
CHEMBL1201201,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201201,ENSG00000142319,http://purl.uniprot.org/uniprot/P31645
CHEMBL1201346,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201346,ENSG00000012779,http://purl.uniprot.org/uniprot/P31639
CHEMBL1201346,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201346,ENSG00000073756,http://purl.uniprot.org/uniprot/P14778
CHEMBL1201346,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201346,ENSG00000132170,http://purl.uniprot.org/uniprot/P21964
CHEMBL1201346,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201346,ENSG00000095303,http://purl.uniprot.org/uniprot/P10253
CHEMBL1201577,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201577,ENSG00000146648,http://purl.uniprot.org/uniprot/P07942
CHEMBL13,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL13,ENSG00000043591,http://purl.uniprot.org/uniprot/P00533
CHEMBL1561,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1561,ENSG00000171298,http://purl.uniprot.org/uniprot/P14416
CHEMBL1561,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1561,ENSG00000257335,http://purl.uniprot.org/uniprot/O75380
